AP@[.5:.95],AP50,AP75,AP_small,AP_medium,AP_large,AR1,AR10,AR100,AR_small,AR_med,AR_large
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
